City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,sigli,5.3848,95.9609,77.79,82,92,3.58,ID,1675878339
1,bafia,4.75,11.2333,83.91,17,47,3.62,CM,1675878339
2,cape town,-33.9258,18.4232,76.1,63,0,17.27,ZA,1675878280
3,ribeira grande,38.5167,-28.7,58.77,54,40,8.05,PT,1675878340
4,atuona,-9.8,-139.0333,79.12,80,18,18.97,PF,1675878340
5,bay roberts,47.5999,-53.2648,35.15,87,100,8.01,CA,1675878341
6,vaini,-21.2,-175.2,77.16,94,75,5.75,TO,1675878341
7,mataura,-46.1927,168.8643,49.48,94,89,7.56,NZ,1675878341
8,busselton,-33.65,115.3333,59.72,88,0,11.34,AU,1675878342
9,victoria,22.2855,114.1577,66.38,88,100,15.01,HK,1675878127
10,cabanas,22.9758,-82.9219,83.01,53,1,15.35,CU,1675878342
11,ponta do sol,32.6667,-17.1,63.23,68,76,6.64,PT,1675878343
12,atambua,-9.1061,124.8925,72.12,96,99,1.88,ID,1675878343
13,cidreira,-30.1811,-50.2056,80.31,70,1,14.16,BR,1675878343
14,geraldton,-28.7667,114.6,72.01,78,0,13.8,AU,1675878127
15,saskylakh,71.9167,114.0833,-34.46,99,95,5.68,RU,1675878344
16,bluff,-46.6,168.3333,49.8,69,72,22.75,NZ,1675878344
17,kodiak,57.79,-152.4072,17.11,73,0,0.0,US,1675878345
18,inverness,57.4791,-4.224,48.11,89,100,32.21,GB,1675878346
19,necochea,-38.5473,-58.7368,78.49,54,10,14.16,AR,1675878346
20,albany,42.6001,-73.9662,44.64,56,55,3.0,US,1675877790
21,rikitea,-23.1203,-134.9692,79.25,75,5,14.07,PF,1675878347
22,ada,43.4166,-116.1262,37.33,60,0,15.99,US,1675878348
23,vostok,46.4856,135.8833,-11.58,99,65,4.54,RU,1675878348
24,pemberton,50.3164,-122.8027,33.49,92,76,0.51,CA,1675878348
25,pacific grove,36.6177,-121.9166,59.09,61,0,13.0,US,1675878349
26,hermanus,-34.4187,19.2345,73.8,65,0,20.02,ZA,1675878349
27,shaki,41.0833,47.1667,35.42,96,100,4.59,AZ,1675878349
28,iqaluit,63.7506,-68.5145,-13.27,64,75,8.05,CA,1675878350
29,castro,-24.7911,-50.0119,79.43,49,15,5.26,BR,1675878350
30,inirida,3.8653,-67.9239,82.26,74,83,0.81,CO,1675878351
31,barrow,71.2906,-156.7887,-16.58,69,100,0.0,US,1675878210
32,kapaa,22.0752,-159.319,73.72,82,40,18.41,US,1675878351
33,new norfolk,-42.7826,147.0587,56.7,94,100,1.92,AU,1675878352
34,hami,42.8,93.45,31.91,63,8,6.91,CN,1675878100
35,chake chake,-5.2459,39.7666,79.59,79,69,9.08,TZ,1675878353
36,kaitangata,-46.2817,169.8464,48.02,74,52,13.2,NZ,1675878353
37,tahta,26.7693,31.5021,56.37,37,100,6.96,EG,1675878353
38,qaanaaq,77.484,-69.3632,-26.41,68,16,6.24,GL,1675878354
39,hilo,19.7297,-155.09,69.94,93,75,4.61,US,1675877779
40,ushuaia,-54.8,-68.3,69.46,43,75,8.05,AR,1675878327
41,nikolskoye,59.7035,30.7861,33.8,93,100,7.38,RU,1675878354
42,guozhen,34.3659,107.359,39.09,98,100,1.48,CN,1675878355
43,yar-sale,66.8333,70.8333,13.14,95,99,12.21,RU,1675878355
44,faanui,-16.4833,-151.75,80.31,75,24,10.65,PF,1675878355
45,prigorodka,52.0447,39.7124,15.8,96,21,4.99,RU,1675878356
46,port elizabeth,-33.918,25.5701,71.1,76,0,5.75,ZA,1675878357
47,porto walter,-8.2686,-72.7439,88.14,52,49,3.42,BR,1675878357
48,srednekolymsk,67.45,153.6833,-26.64,97,100,6.15,RU,1675878357
49,cherskiy,68.75,161.3,-24.12,98,100,7.67,RU,1675878358
50,omurtag,43.1,26.4167,20.41,94,100,7.47,BG,1675878358
51,alyangula,-13.8483,136.4192,83.25,75,90,8.21,AU,1675878359
52,miyako,39.6367,141.9525,28.27,71,14,7.56,JP,1675878359
53,tasiilaq,65.6145,-37.6368,3.36,54,0,10.4,GL,1675878360
54,xinqing,48.2333,129.5,-16.42,100,57,2.04,CN,1675878360
55,pamanukan,-6.2842,107.8106,77.45,78,100,6.89,ID,1675878360
56,port alfred,-33.5906,26.891,71.19,85,98,8.14,ZA,1675878361
57,amapa,1.0,-52.0,78.19,93,99,4.05,BR,1675878361
58,georgetown,5.4112,100.3354,80.53,94,20,2.3,MY,1675878232
59,hobart,-42.8794,147.3294,57.06,81,100,4.61,AU,1675878258
60,bathsheba,13.2167,-59.5167,84.81,61,20,20.71,BB,1675878362
61,huilong,31.8111,121.655,44.92,79,100,11.72,CN,1675878364
62,aykhal,66.0,111.5,-39.77,100,66,5.14,RU,1675878364
63,tigzirt,36.8886,4.1198,52.83,84,100,15.01,DZ,1675878365
64,tuktoyaktuk,69.4541,-133.0374,-32.8,75,20,4.61,CA,1675878366
65,itupiranga,-5.1347,-49.3267,89.92,66,97,1.95,BR,1675878367
66,puerto ayora,-0.7393,-90.3518,84.16,87,85,7.0,EC,1675878368
67,ossora,59.2353,163.0719,-1.25,98,100,10.31,RU,1675878368
68,yerbogachen,61.2767,108.0108,-5.96,98,100,4.68,RU,1675878369
69,punta arenas,-53.15,-70.9167,71.71,43,100,10.36,CL,1675878346
70,bambous virieux,-20.3428,57.7575,80.22,78,40,4.61,MU,1675878370
71,zheleznodorozhnyy,55.7503,38.0042,26.44,93,100,7.72,RU,1675878234
72,butaritari,3.0707,172.7902,80.26,83,84,21.25,KI,1675878315
73,dingle,10.9995,122.6711,72.86,91,87,7.96,PH,1675878372
74,broken hill,-31.95,141.4333,74.26,22,2,3.91,AU,1675878375
75,wajima,37.4,136.9,38.88,55,99,13.6,JP,1675878376
76,koygorodok,60.445,50.9968,28.98,95,100,4.72,RU,1675878377
77,ojinaga,29.5667,-104.4167,55.58,53,0,6.91,MX,1675878377
78,sept-iles,50.2001,-66.3821,28.06,80,100,6.91,CA,1675878212
79,san quintin,30.4833,-115.95,62.89,33,27,1.97,MX,1675878378
80,tiksi,71.6872,128.8694,-40.18,98,53,6.2,RU,1675878379
81,maceio,-9.6658,-35.7353,85.44,61,75,11.5,BR,1675878188
82,ketchikan,55.3422,-131.6461,37.38,93,75,4.61,US,1675878141
83,tuatapere,-46.1333,167.6833,46.62,86,93,9.84,NZ,1675878381
84,saint george,37.1041,-113.5841,48.43,51,0,3.44,US,1675878285
85,alta floresta,-9.8756,-56.0861,84.02,74,20,2.3,BR,1675878381
86,isiro,2.7739,27.616,73.69,29,4,2.95,CD,1675878383
87,rehnan,32.6846,51.6013,35.11,41,0,9.91,IR,1675878383
88,bonthe,7.5264,-12.505,80.76,68,52,11.54,SL,1675878385
89,airai,-8.9266,125.4092,59.86,96,94,1.68,TL,1675878385
90,bairiki,1.3292,172.9752,75.2,100,20,18.41,KI,1675878386
91,saint-augustin,51.226,-58.6502,20.86,87,100,4.12,CA,1675878390
92,yellowknife,62.456,-114.3525,-13.45,76,20,4.61,CA,1675878392
93,dikson,73.5069,80.5464,3.96,79,100,14.85,RU,1675878395
94,kamina,-8.7386,24.9906,62.73,95,77,2.01,CD,1675878395
95,sur,22.5667,59.5289,78.1,45,46,8.95,OM,1675878406
96,olga,43.7444,135.2892,5.31,82,4,5.21,RU,1675878406
97,east london,-33.0153,27.9116,70.83,80,100,7.07,ZA,1675878348
98,avarua,-21.2078,-159.775,77.05,88,22,2.3,CK,1675878407
99,preobrazheniye,42.9019,133.9064,14.9,75,6,7.99,RU,1675878408
100,bethel,41.3712,-73.414,49.17,59,40,5.99,US,1675878291
101,guerrero negro,27.9769,-114.0611,63.9,28,0,0.83,MX,1675878408
102,zabol,32.25,67.25,36.81,80,60,7.34,AF,1675878409
103,grand gaube,-20.0064,57.6608,80.38,77,99,5.01,MU,1675878409
104,ucluelet,48.9329,-125.5528,37.71,79,87,6.08,CA,1675878415
105,chimore,-16.9833,-65.1333,72.39,99,100,1.48,BO,1675878416
106,launceston,-41.45,147.1667,57.79,83,100,4.61,AU,1675878417
107,torbay,47.6666,-52.7314,34.39,94,100,17.27,CA,1675878319
108,lasa,46.6166,10.7002,31.08,93,50,0.58,IT,1675878417
109,zandvoort,52.3749,4.5341,40.89,64,0,5.75,NL,1675878418
110,lloydminster,53.2835,-110.0016,25.02,74,100,9.22,CA,1675878307
111,talnakh,69.4865,88.3972,-9.8,96,100,9.06,RU,1675878418
112,qena,26.1615,32.7183,57.63,32,96,8.63,EG,1675878419
113,mar del plata,-38.0023,-57.5575,84.83,54,0,10.36,AR,1675878240
114,bredasdorp,-34.5322,20.0403,68.74,72,1,16.89,ZA,1675878419
115,kaeo,-35.1,173.7833,58.32,93,16,4.18,NZ,1675878419
116,sao joao da barra,-21.6403,-41.0511,82.49,86,95,7.74,BR,1675878420
117,mahebourg,-20.4081,57.7,80.26,78,40,4.61,MU,1675878420
118,havre-saint-pierre,50.2334,-63.5986,26.96,80,100,8.05,CA,1675878421
119,kruisfontein,-34.0033,24.7314,68.88,72,100,10.98,ZA,1675878421
120,sorland,67.667,12.6934,44.46,88,100,55.68,NO,1675878421
121,jamestown,42.097,-79.2353,40.59,69,0,5.75,US,1675878167
122,hithadhoo,-0.6,73.0833,81.64,73,21,6.22,MV,1675878422
123,bairnsdale,-37.8333,147.6167,58.51,97,76,5.08,AU,1675878423
124,lincoln,40.8,-96.667,50.97,53,0,13.8,US,1675878423
125,ocean city,39.2776,-74.5746,57.45,59,72,10.67,US,1675878424
126,kudahuvadhoo,2.6708,72.8944,81.19,71,84,10.16,MV,1675878425
127,kapuskasing,49.4169,-82.4331,26.69,80,75,12.66,CA,1675878426
128,kieta,-6.2167,155.6333,79.61,85,100,6.13,PG,1675878427
129,nanortalik,60.1432,-45.2371,29.55,85,100,8.05,GL,1675878427
130,mecca,21.4267,39.8261,67.37,47,87,9.66,SA,1675878396
131,beringovskiy,63.05,179.3167,-27.83,97,29,5.59,RU,1675878429
132,lompoc,34.6391,-120.4579,65.79,73,0,5.75,US,1675878429
133,san cristobal,7.7669,-72.225,77.18,37,78,7.72,VE,1675878430
134,cabo san lucas,22.8909,-109.9124,76.6,31,0,0.0,MX,1675878136
135,gushikawa,26.3544,127.8686,63.63,85,40,9.22,JP,1675878431
136,moa,20.6569,-74.9403,79.93,68,27,15.82,CU,1675878431
137,healdsburg,38.6105,-122.8692,62.91,56,27,1.34,US,1675878304
138,laguna,38.421,-121.4238,57.09,86,18,3.94,US,1675878432
139,thompson,55.7435,-97.8558,15.96,86,75,11.5,CA,1675878317
140,price,39.5994,-110.8107,30.11,64,0,6.91,US,1675878308
141,huarmey,-10.0681,-78.1522,77.92,73,60,10.58,PE,1675878433
142,dovolnoye,54.4958,79.6671,-8.95,100,96,2.66,RU,1675878434
143,novyy urengoy,66.0833,76.6333,5.56,95,100,18.32,RU,1675878435
144,fortuna,40.5982,-124.1573,48.92,95,75,1.99,US,1675878436
145,halol,22.5,73.4667,72.84,19,0,5.86,IN,1675878436
146,popondetta,-8.7537,148.2534,73.8,96,100,1.81,PG,1675878437
147,mahina,-17.5065,-149.489,80.37,74,20,4.61,PF,1675878438
148,carroll,39.5501,-77.0164,60.12,41,0,12.66,US,1675878439
149,neuquen,-38.9516,-68.0591,87.69,30,0,5.75,AR,1675878440
150,asau,46.4333,26.4,18.52,96,49,4.59,RO,1675878441
151,isla mujeres,21.2311,-86.731,80.65,76,0,17.78,MX,1675878442
152,coquimbo,-29.9533,-71.3436,69.53,73,75,11.5,CL,1675878285
153,chuy,-33.6971,-53.4616,88.52,40,42,10.56,UY,1675878443
154,camacha,33.0833,-16.3333,56.62,72,40,14.97,PT,1675878443
155,lagoa,39.05,-27.9833,56.53,58,95,13.6,PT,1675878444
156,saskatoon,52.1168,-106.6345,28.38,68,100,15.01,CA,1675878306
157,pacifica,37.6138,-122.4869,57.92,79,20,9.22,US,1675878445
158,noumea,-22.2763,166.4572,82.0,99,100,9.78,NC,1675878446
159,tias,28.9611,-13.645,60.48,67,40,4.61,ES,1675878447
160,avera,33.194,-82.5271,72.91,61,100,5.64,US,1675878448
161,saint-philippe,-21.3585,55.7679,78.39,82,62,12.53,RE,1675878448
162,rocha,-34.4833,-54.3333,86.38,43,86,14.79,UY,1675878268
163,arraial do cabo,-22.9661,-42.0278,84.16,65,40,8.05,BR,1675878449
164,sechura,-5.5569,-80.8222,86.32,53,11,13.29,PE,1675878450
165,sarakhs,36.5449,61.1577,51.94,62,75,18.41,IR,1675878451
166,quetigny,47.3167,5.1167,35.26,60,0,4.61,FR,1675878451
167,batemans bay,-35.7167,150.1833,68.09,96,100,3.42,AU,1675878452
168,miraflores,19.2167,-98.8083,70.97,31,0,3.36,MX,1675878452
169,katsuura,35.1333,140.3,46.42,82,90,12.35,JP,1675878453
170,koeru,58.9631,26.0308,33.31,97,100,10.71,EE,1675878454
171,hamilton,39.1834,-84.5333,52.25,58,0,3.44,US,1675878454
172,grand-santi,4.25,-54.3833,82.08,80,96,4.05,GF,1675878455
173,korla,41.7597,86.1469,30.51,71,45,1.97,CN,1675878456
174,staryy nadym,65.6118,72.6842,12.06,94,100,16.75,RU,1675878457
175,dhidhdhoo,6.8833,73.1,80.74,69,83,0.89,MV,1675878457
176,tombouctou,20.0,-3.0,78.71,14,45,10.76,ML,1675878457
177,bud,39.447,-86.1758,49.41,69,100,6.64,US,1675878458
178,arman,59.7,150.1667,-19.84,85,46,9.1,RU,1675878459
179,nuuk,64.1835,-51.7216,16.41,79,100,25.32,GL,1675878459
180,carnarvon,-24.8667,113.6333,77.9,76,10,21.32,AU,1675878459
181,kandrian,-6.2167,149.55,78.6,87,100,17.6,PG,1675878460
182,belaya gora,68.5333,146.4167,-42.23,99,100,3.22,RU,1675878461
183,plainview,40.7765,-73.4673,51.46,50,0,12.66,US,1675878421
184,alice springs,-23.7,133.8833,71.15,73,6,5.75,AU,1675878465
185,escanaba,45.7453,-87.0646,41.25,79,0,10.36,US,1675878465
186,port hueneme,34.1478,-119.1951,70.52,31,0,8.05,US,1675878466
187,namatanai,-3.6667,152.4333,78.71,83,100,2.51,PG,1675878458
188,hulan,45.9833,126.6,-0.29,100,16,2.17,CN,1675878466
189,mount isa,-20.7333,139.5,76.77,100,100,4.61,AU,1675878467
190,upernavik,72.7868,-56.1549,-24.79,88,22,3.94,GL,1675878467
191,sitka,57.0531,-135.33,35.49,87,100,3.44,US,1675878467
192,inuvik,68.3499,-133.7218,-17.39,72,75,1.14,CA,1675878310
193,ayan,56.45,138.1667,-19.59,81,85,7.34,RU,1675878468
194,severo-kurilsk,50.6789,156.125,19.94,69,92,11.45,RU,1675878468
195,montepuez,-13.1256,38.9997,70.18,98,100,2.04,MZ,1675878469
196,pevek,69.7008,170.3133,-28.53,100,100,6.51,RU,1675878469
197,mombasa,-4.0547,39.6636,81.01,74,20,13.8,KE,1675878470
198,moose factory,51.2585,-80.6094,10.4,72,0,3.44,CA,1675878470
199,bouca,6.5105,18.2733,84.81,12,5,4.14,CF,1675878470
200,baykit,61.67,96.37,3.63,99,100,0.6,RU,1675878471
201,berdigestyakh,62.0989,126.6992,-45.44,100,98,2.3,RU,1675878472
202,clyde river,70.4692,-68.5914,-32.57,68,20,2.3,CA,1675878288
203,port lincoln,-34.7333,135.8667,65.91,79,76,10.83,AU,1675878472
204,roebourne,-20.7833,117.1333,85.93,64,28,3.94,AU,1675878473
205,salalah,17.0151,54.0924,75.29,78,0,3.44,OM,1675878473
206,singaparna,-7.3515,108.111,71.65,94,100,1.7,ID,1675878473
207,belomorsk,64.5232,34.7668,28.94,92,56,12.26,RU,1675878474
208,sydney,-33.8679,151.2073,69.35,91,75,8.05,AU,1675878305
209,mahajanga,-15.7167,46.3167,80.62,83,40,11.5,MG,1675878474
210,westport,41.1415,-73.3579,51.28,54,40,13.8,US,1675878475
211,jiuquan,39.7432,98.5174,26.56,64,37,5.14,CN,1675878475
212,cravo norte,6.3017,-70.2041,93.04,34,35,8.86,CO,1675878475
213,karasjok,69.4719,25.5112,37.09,70,100,36.51,NO,1675878476
214,pangnirtung,66.1451,-65.7125,-20.2,63,20,3.44,CA,1675878476
215,lianran,24.9227,102.485,46.94,49,0,3.11,CN,1675878477
216,sola,-13.8833,167.55,78.55,80,100,3.96,VU,1675878477
217,khani,41.9563,42.9566,29.77,98,99,1.7,GE,1675878478
218,lebu,-37.6167,-73.65,66.25,72,1,12.44,CL,1675878478
219,talwara,31.9486,75.8667,56.32,57,19,2.15,IN,1675878479
220,dabola,10.75,-11.1167,94.78,15,0,4.85,GN,1675878479
221,provideniya,64.3833,-173.3,-17.91,98,97,4.0,RU,1675878479
222,campbeltown,55.4258,-5.6076,50.02,66,40,32.21,GB,1675878480
223,port hedland,-20.3167,118.5667,84.25,84,0,9.22,AU,1675878480
224,souillac,-20.5167,57.5167,79.18,78,40,4.61,MU,1675878481
225,nanakuli,21.3906,-158.1547,75.15,62,75,10.36,US,1675878481
226,lodwar,3.1191,35.5973,88.29,28,5,8.39,KE,1675878482
227,davila,18.4726,120.5763,75.09,73,31,7.09,PH,1675878482
228,longyearbyen,78.2186,15.6401,24.64,86,100,17.27,SJ,1675878483
229,chokurdakh,70.6333,147.9167,-28.26,98,100,5.37,RU,1675878484
230,olafsvik,64.8945,-23.7142,25.47,68,99,18.84,IS,1675878485
231,khatanga,71.9667,102.5,-44.41,100,71,4.52,RU,1675878485
232,ikungi,-5.1333,34.7667,61.84,95,98,6.24,TZ,1675878486
233,mandalgovi,45.7625,106.2708,11.55,93,100,2.95,MN,1675878486
234,gardenstown,57.671,-2.336,46.81,70,100,24.79,GB,1675878487
235,hovd,48.0056,91.6419,2.19,82,75,2.01,MN,1675878487
236,kuching,1.55,110.3333,82.02,88,40,1.14,MY,1675878488
237,san pedro,14.35,121.0167,76.26,79,75,2.3,PH,1675878489
238,khovu-aksy,51.1333,93.6,-3.32,90,100,3.76,RU,1675878489
239,meadow lake,34.8014,-106.5436,39.85,57,9,7.31,US,1675878490
240,hobyo,5.3505,48.5268,77.2,83,13,13.27,SO,1675878491
241,ballina,-28.8667,153.5667,67.01,99,55,7.96,AU,1675878471
242,hirado,33.3597,129.5531,49.73,59,100,13.58,JP,1675878493
243,teya,60.3778,92.6267,2.1,99,100,2.68,RU,1675878493
244,sao jose da coroa grande,-8.8978,-35.1478,82.22,66,95,8.61,BR,1675878240
245,kahului,20.8947,-156.47,73.85,76,0,16.11,US,1675878494
246,aranos,-24.1333,19.1167,75.4,57,81,13.22,NA,1675878495
247,pandan,14.0453,124.1694,77.43,73,100,11.77,PH,1675878495
248,ostrovnoy,68.0531,39.5131,29.14,74,65,34.56,RU,1675878497
249,yenagoa,4.9247,6.2642,84.42,65,76,10.2,NG,1675878498
250,shrewsbury,52.7101,-2.7521,42.39,73,0,11.5,GB,1675878498
251,san juan,-31.5375,-68.5364,97.07,21,3,12.19,AR,1675878181
252,zabaykalsk,49.6333,117.3167,-12.19,99,31,4.09,RU,1675878499
253,aksarka,66.5606,67.7975,22.66,86,28,16.46,RU,1675878500
254,port hardy,50.6996,-127.4199,33.98,100,75,3.44,CA,1675878500
255,buarcos,40.166,-8.8768,56.55,68,59,12.8,PT,1675878502
256,ahipara,-35.1667,173.1667,61.72,84,2,6.69,NZ,1675878502
257,abalak,58.1286,68.5944,6.03,94,95,8.46,RU,1675878503
258,narsaq,60.9167,-46.05,8.82,93,100,10.85,GL,1675878504
259,flinders,-34.5833,150.8552,69.19,93,94,4.0,AU,1675878505
260,yaan,7.3833,8.5667,91.58,10,94,5.35,NG,1675878505
261,hambantota,6.1241,81.1185,76.28,80,95,13.51,LK,1675878298
262,pimenta bueno,-11.6725,-61.1936,85.01,66,79,3.51,BR,1675878355
263,aklavik,68.2191,-135.0107,-20.2,76,100,0.0,CA,1675878507
264,bella vista,36.4295,-94.2316,45.5,96,100,13.8,US,1675878508
265,abha,18.2164,42.5053,58.82,77,0,0.0,SA,1675878509
266,sao miguel do araguaia,-13.275,-50.1628,87.8,56,57,3.67,BR,1675878286
267,rudbar,30.15,62.6,70.61,38,100,15.41,AF,1675878509
268,luau,-10.7073,22.2247,66.96,90,92,1.86,AO,1675878510
269,morant bay,17.8815,-76.4093,87.42,63,6,11.18,JM,1675878511
270,fairbanks,64.8378,-147.7164,1.6,84,100,0.0,US,1675878371
271,aquiraz,-3.9014,-38.3911,86.09,64,43,11.39,BR,1675878513
272,wawa,9.9022,4.4192,89.44,16,52,4.45,NG,1675878514
273,moyale,3.5167,39.0584,77.58,32,17,13.13,KE,1675878514
274,evensk,61.95,159.2333,-20.09,74,14,10.47,RU,1675878515
275,la ronge,55.1001,-105.2842,17.85,67,20,9.22,CA,1675878515
276,hudiksvall,61.729,17.1036,40.87,76,82,17.9,SE,1675878516
277,rani,25.3503,73.3089,67.33,21,23,5.91,IN,1675878461
278,sao filipe,14.8961,-24.4956,69.64,69,80,6.98,CV,1675878516
279,ulaanbaatar,47.9077,106.8832,-16.47,76,91,2.24,MN,1675878517
280,chizhou,30.6578,117.4831,44.69,88,100,6.64,CN,1675878517
